feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f229_q2,Nothing—it was disappointing to attend.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f229_q3,Can't properly hear his voice sometimes,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f229_q4,Please do some update when you start a class,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f230_q1,Try to simplify some topics when discuss for the student to comprehend well,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f230_q2,None. The subject felt more difficult because of poor teaching.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f230_q3,The voice is not very audible,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f230_q4,Improvement on teaching and mastery of subjects,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f231_q1,Atleast try to be more open on new things in innovation.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f231_q2,"I liked when the teacher gave us space to work alone, because lectures didn’t help.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f231_q3,assignment first before lecture,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f231_q4,Need to improve the teaching style and the mastery of the lesson,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f232_q1,Try to atleast to share the topics fully and not leaving half-baked answers.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f232_q2,"Honestly, nothing came across as good.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f232_q3,Unclear voice,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f232_q4,The lecture part of this subject was understandable but applying it into our lab activities was extremely difficult for me. Maybe more guidance when d...,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f233_q1,Don't depend fully on group presentation,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f233_q2,None. The lectures didn’t connect with me.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f233_q3,He is not meeting regularly. Not informing us 1 hour before our schedule if he is going to meet us or not instead he cancels the class like 10-20 minu...,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f233_q4,The lecture part of this subject was understandable but the lab part was difficult for me. Maybe more guidance when doing lab activities would help wi...,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f234_q1,Adapt new teaching method,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f234_q2,"I liked when the teacher was quiet, because at least I wasn’t confused.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f234_q3,not meeting,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f234_q4,"Don't hire this kind of teacher it will ruin the name of the school, in my point I'm already very disappointed of what happen to us, I'm expecting to ...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f235_q1,To ease the tasks,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f235_q2,Nothing stood out. The approach felt unplanned.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f235_q3,The teachers low voice that the student in the back cant hear clearly,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f235_q4,Her voice os very low she can only hear her voice.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f236_q1,I hope that the professor will always be on class.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f236_q2,None. I didn’t feel like I learned from the class.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f236_q3,Not attending classes,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
