feedback_id,feedback,question,label,label_id,annotator_1,annotator_2,annotator_3
f160_q3,his lack of time teaching us.,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f160_q4,i hope her aura gets a bit better or softer? like i always feel nervous around her. it is scary to talk to her sometimes and ask questions for guidance...,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f161_q1,more hands on activities with proper guidance and effort from the instructor.,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f161_q2,nothing really stood out; i felt like i didn’t learn anything new.,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f161_q3,not showing up to classes when needed,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f161_q4,engage more with the students,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f162_q1,improve the time management of some instructor because a lot of time they are busy,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f162_q2,"i can’t think of anything positive, the class felt like a waste of time.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f162_q3,his voice and student-teacher interaction,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f162_q4,do not rush when teaching,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f163_q1,time management of some instructors,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f163_q2,"there wasn’t much teaching going on, so i can’t say i liked anything.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f163_q3,"getting online ppt and distribute to the students, then the student will report the lesson.",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f163_q4,quality of the visual aids.,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f164_q1,"i don’t know if this is really how this subject is supposed to be taught and learned, but i think there are a bunch of concepts being tackled without ...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f164_q2,the only thing i liked was when the class ended early.,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f164_q3,"not meeting the class, assigning reports to students to avoid teaching, assigning a heavy task almost on par with our se ( which would be passable if ...",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f164_q4,i really hope that the instructor would have been more proactive and passionate in teaching. the course as a whole confused me more than actually learni...,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f165_q1,the topics should atleast be more a bit easy and less complicated,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f165_q2,"i appreciate that they showed up sometimes, but the lessons weren’t meaningful.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f165_q3,a bit fast in explaing,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f165_q4,the prof needs more effort when teaching,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f166_q1,"by having the professor teach the class, not the class teaching each other through group reporting. the professor must take in the effort of a student...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f166_q2,"i liked that we had slides, but it was just reading and not teaching.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f166_q3,at least demo,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f166_q4,in our 3 times meeting i learned a lot because he is teaching style is effective. the issue is he is not meeting us regularly and he is not giving us upd...,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f167_q1,"di natuturo, lagi absent minura kame one meeting, di kame pinag finals, nahirapan kame sa wd 123 kasi di sya nagtuturo since first year kame. lab acti...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f167_q2,the best part was when i didn’t have to struggle through confusing explanations.,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
